Opportunity__c,External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Rate__c,Buy_Type__c,Media_Code__c,Special_Product__c
0063100000elQjgAAE,Swiss:17824-8,"Jan 4, 2016","Dec 29, 2016",1518.05,Xaxis Premium_XAXIS-XP-UAP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,379511,470.5955,Externally Managed,4,CPM,Display,Xaxis Premium
0063100000elQjgAAE,Swiss:17824-9,"Jan 4, 2016","Dec 29, 2016",295.9,Xaxis Premium_XAXIS-XP-UAP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,73978,91.729,Externally Managed,4,CPM,Display,Xaxis Premium
0063100000elQjgAAE,Swiss:17824-5,"Jan 4, 2016","Dec 29, 2016",368,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,16727,191.36,Externally Managed,22,CPM,Mobile,Xaxis Mobile
0063100000elQjgAAE,Swiss:17824-7,"Jan 4, 2016","Dec 29, 2016",3393.7,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,848426,1052.047,Externally Managed,4,CPM,Display,Xaxis Premium
0063100000elQjgAAE,Swiss:17824-4,"Jan 4, 2016","Dec 29, 2016",955.85,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,43448,497.042,Externally Managed,22,CPM,Mobile,Xaxis Mobile
0063100000elQjgAAE,Swiss:17824-6,"Jan 4, 2016","Dec 29, 2016",53.6,Xaxis Mobile_XAXIS-XM-MRT-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2437,27.872,Externally Managed,21.99,CPM,Mobile,Xaxis Mobile
0063100000elQjhAAE,Swiss:17820-6,"Jan 4, 2016","Dec 29, 2016",61.4,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1,37.454,Externally Managed,61.4,CPM,Video,Xaxis TV
0063100000elQjhAAE,Swiss:17820-4,"Jan 4, 2016","Dec 29, 2016",514.35,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,17736,313.7535,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQjhAAE,Swiss:17820-5,"Jan 4, 2016","Dec 29, 2016",63.15,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2177,38.5215,Externally Managed,29.01,CPM,Video,Xaxis TV
0063100000elQjhAAE,Swiss:17820-3,"Jan 4, 2016","Dec 29, 2016",464.6,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,16021,283.406,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQjhAAE,Swiss:17820-2,"Jan 4, 2016","Dec 29, 2016",1397.9,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,48204,852.719,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQjhAAE,Swiss:17820-1,"Jan 4, 2016","Dec 29, 2016",1549.65,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,53437,945.2865,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQjmAAE,Swiss:17827-2,"Jan 10, 2016","Nov 23, 2016",163.55,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,5640,99.7655,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQjmAAE,Swiss:17827-3,"Jan 10, 2016","Nov 23, 2016",32.05,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1106,19.5505,Externally Managed,28.98,CPM,Video,Xaxis TV
0063100000elQjmAAE,Swiss:17827-1,"Jan 10, 2016","Nov 23, 2016",2376.7,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,81955,1449.787,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQjnAAE,Swiss:17828-2,"Jan 10, 2016","Nov 23, 2016",21.35,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,928,9.1805,Externally Managed,23.01,CPM,Display,Xaxis Premium
0063100000elQjnAAE,Swiss:17828-5,"Jan 10, 2016","Nov 23, 2016",1129.1,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,43426,587.132,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQjnAAE,Swiss:17828-1,"Jan 10, 2016","Nov 23, 2016",4074.55,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,177155,1752.056,Externally Managed,23,CPM,Display,Xaxis Premium
0063100000elQjnAAE,Swiss:17828-6,"Jan 10, 2016","Nov 23, 2016",313.05,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,12040,162.786,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQjnAAE,Swiss:17828-4,"Jan 10, 2016","Nov 23, 2016",22.2,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,792,12.432,Externally Managed,28.03,CPM,Display,Xaxis Premium
0063100000elQjnAAE,Swiss:17828-3,"Jan 10, 2016","Nov 23, 2016",192.6,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6878,107.856,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmHAAU,Swiss:18861-3,"May 16, 2016","Jun 12, 2016",311.85,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,10753,152.8065,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmHAAU,Swiss:19087-2,"May 16, 2016","Jun 12, 2016",2017.1,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,69556,1109.405,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmHAAU,Swiss:18861-1,"May 16, 2016","Jun 12, 2016",3238.1,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,111659,1586.669,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmHAAU,Swiss:18861-2,"May 16, 2016","Jun 12, 2016",2182.9,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,75272,1069.621,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmHAAU,Swiss:19087-4,"May 16, 2016","Jun 12, 2016",452.2,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,16150,240.2029,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmHAAU,Swiss:18861-5,"May 16, 2016","Jun 12, 2016",2669.4,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,95336,1115.875,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmHAAU,Swiss:19087-5,"May 16, 2016","Jun 12, 2016",2230.6,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,79664,1184.866,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmHAAU,Swiss:19087-6,"May 16, 2016","Jun 12, 2016",100.95,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,3606,53.62336,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQlkAAE,Swiss:18605-1,"Apr 4, 2016","May 1, 2016",3150,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,108621,1638,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQlkAAE,Swiss:18605-3,"Apr 4, 2016","May 1, 2016",157.5,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,5431,81.9,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQlkAAE,Swiss:18605-2,"Apr 4, 2016","May 1, 2016",787.5,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,27155,409.5,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkbAAE,Swiss:18355-3,"Feb 1, 2016","Mar 6, 2016",1033.95,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,35653,506.6355,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkbAAE,Swiss:18355-1,"Feb 1, 2016","Mar 6, 2016",524.5,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,21854,212.6632,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkbAAE,Swiss:18095-2,"Feb 1, 2016","Mar 6, 2016",1559.4,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,64974,614.296,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkbAAE,Swiss:18355-4,"Feb 1, 2016","Mar 6, 2016",60.6,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2090,29.694,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkbAAE,Swiss:18095-5,"Feb 1, 2016","Mar 6, 2016",2559.4,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,88255,1151.73,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkbAAE,Swiss:18355-2,"Feb 1, 2016","Mar 6, 2016",190.65,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,7943,77.30075,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkbAAE,Swiss:18095-6,"Feb 1, 2016","Mar 6, 2016",370.35,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,12771,166.6575,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkbAAE,Swiss:18095-1,"Feb 1, 2016","Mar 6, 2016",3475.5,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,144812,1369.107,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkbAAE,Swiss:18095-4,"Feb 1, 2016","Mar 6, 2016",5026.1,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,173313,2261.745,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkbAAE,Swiss:18095-3,"Feb 1, 2016","Mar 6, 2016",250,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,10417,98.48275,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmrAAE,Swiss:19088-5,"Jun 13, 2016","Jul 10, 2016",671.5,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23156,369.325,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmrAAE,Swiss:19088-4,"Jun 13, 2016","Jul 10, 2016",4434.35,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,152908,2438.892,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmrAAE,Swiss:19293-2,"Jun 13, 2016","Jul 10, 2016",2119.3,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,88305,1059.65,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmrAAE,Swiss:19293-5,"Jun 13, 2016","Jul 10, 2016",7328.45,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,252706,4030.648,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmrAAE,Swiss:19293-6,"Jun 13, 2016","Jul 10, 2016",250.15,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,8625,137.5825,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmrAAE,Swiss:19293-3,"Jun 13, 2016","Jul 10, 2016",103.9,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4329,51.95,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmrAAE,Swiss:19293-4,"Jun 13, 2016","Jul 10, 2016",5565.7,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,191920,3061.135,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmrAAE,Swiss:19088-6,"Jun 13, 2016","Jul 10, 2016",249.85,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,8616,137.4175,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmrAAE,Swiss:19088-2,"Jun 13, 2016","Jul 10, 2016",2880.65,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,120028,1530.165,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmrAAE,Swiss:19293-1,"Jun 13, 2016","Jul 10, 2016",2015.8,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,83992,1007.9,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmrAAE,Swiss:19088-3,"Jun 13, 2016","Jul 10, 2016",146.1,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6088,77.60647,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmrAAE,Swiss:19088-1,"Jun 13, 2016","Jul 10, 2016",2984.2,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,124341,1585.169,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18859-8,"Apr 18, 2016","Sep 30, 2016",183.6,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6557,76.7493,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19086-9,"Apr 18, 2016","Sep 30, 2016",75.4,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2693,40.05152,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18859-4,"Apr 18, 2016","Sep 30, 2016",371.7,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,13275,155.3797,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19829-9,"Apr 18, 2016","Sep 30, 2016",35.2,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1257,16.82,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19829-8,"Apr 18, 2016","Sep 30, 2016",206.75,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,7384,98.81,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19086-4,"Apr 18, 2016","Sep 30, 2016",260.2,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9292,138.2149,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19538-3,"Apr 18, 2016","Sep 30, 2016",260.55,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9306,136.53,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19538-7,"Apr 18, 2016","Sep 30, 2016",317.85,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,11351,166.56,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19538-6,"Apr 18, 2016","Sep 30, 2016",262.5,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9375,137.56,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19292-3,"Apr 18, 2016","Sep 30, 2016",259.4,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9264,129.7,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19292-9,"Apr 18, 2016","Sep 30, 2016",72.6,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2592,36.3,Externally Managed,28.01,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18859-5,"Apr 18, 2016","Sep 30, 2016",288.55,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,10305,120.621,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19829-3,"Apr 18, 2016","Sep 30, 2016",186.8,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6671,89.28,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18859-6,"Apr 18, 2016","Sep 30, 2016",371.95,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,13284,155.4842,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18606-3,"Apr 18, 2016","Sep 30, 2016",122.3,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4367,60.5469,Externally Managed,28.01,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18859-1,"Apr 18, 2016","Sep 30, 2016",250.1,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,8932,104.5479,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19086-3,"Apr 18, 2016","Sep 30, 2016",258.8,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9243,137.4713,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19829-7,"Apr 18, 2016","Sep 30, 2016",221.7,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,7918,105.96,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18606-8,"Apr 18, 2016","Sep 30, 2016",135.05,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4824,66.85903,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19538-5,"Apr 18, 2016","Sep 30, 2016",265.95,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9499,139.36,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19538-9,"Apr 18, 2016","Sep 30, 2016",45.55,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1626,23.87,Externally Managed,28.01,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18606-5,"Apr 18, 2016","Sep 30, 2016",102.2,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,3650,50.59602,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18606-2,"Apr 18, 2016","Sep 30, 2016",71.45,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2552,35.37266,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19829-6,"Apr 18, 2016","Sep 30, 2016",171,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6107,81.73,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19538-2,"Apr 18, 2016","Sep 30, 2016",133.1,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4754,69.75,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18606-4,"Apr 18, 2016","Sep 30, 2016",122.1,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4360,60.44789,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19292-1,"Apr 18, 2016","Sep 30, 2016",136,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4857,68,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19829-4,"Apr 18, 2016","Sep 30, 2016",173,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6178,82.68,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19086-6,"Apr 18, 2016","Sep 30, 2016",212.7,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,7597,112.9835,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18606-6,"Apr 18, 2016","Sep 30, 2016",119.15,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4255,58.98744,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19292-4,"Apr 18, 2016","Sep 30, 2016",264.65,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9451,132.325,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19086-2,"Apr 18, 2016","Sep 30, 2016",163.3,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,5832,86.74289,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19292-7,"Apr 18, 2016","Sep 30, 2016",355.4,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,12692,177.7,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18859-2,"Apr 18, 2016","Sep 30, 2016",192.35,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6870,80.40702,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19292-5,"Apr 18, 2016","Sep 30, 2016",288.05,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,10287,144.025,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18606-9,"Apr 18, 2016","Sep 30, 2016",67.5,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2410,33.41714,Externally Managed,28.01,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19086-5,"Apr 18, 2016","Sep 30, 2016",277.4,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9908,147.3514,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19538-1,"Apr 18, 2016","Sep 30, 2016",111.8,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,3992,58.59,Externally Managed,28.01,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19292-6,"Apr 18, 2016","Sep 30, 2016",274.7,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9811,137.35,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19538-8,"Apr 18, 2016","Sep 30, 2016",322.75,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,11526,169.13,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18606-1,"Apr 18, 2016","Sep 30, 2016",93,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,3321,46.04139,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19829-5,"Apr 18, 2016","Sep 30, 2016",189.65,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6774,90.64,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18859-3,"Apr 18, 2016","Sep 30, 2016",380.2,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,13578,158.9329,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19086-1,"Apr 18, 2016","Sep 30, 2016",135.65,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4844,72.05556,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19829-1,"Apr 18, 2016","Sep 30, 2016",77.4,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2765,36.99,Externally Managed,27.99,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18859-7,"Apr 18, 2016","Sep 30, 2016",403.75,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,14420,168.7774,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19086-7,"Apr 18, 2016","Sep 30, 2016",282.9,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,10104,150.2729,Externally Managed,28,CPM,Display,Xaxis Premium
