Opportunity__c,External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Rate__c,Buy_Type__c,Media_Code__c,Special_Product__c
0063100000elQmRAAU,Swiss:19102-5,"Jun 13, 2016","Jun 26, 2016",4000,Xaxis Mobile_XAXIS-XM-RICH-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,125000,2720,Externally Managed,32,CPM,Mobile,Xaxis Mobile
0063100000elQmRAAU,Swiss:19102-4,"Jun 13, 2016","Jun 26, 2016",9000,Xaxis Mobile_XAXIS-XM-RICH-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,281250,6120,Externally Managed,32,CPM,Mobile,Xaxis Mobile
0063100000elQmRAAU,Swiss:19102-3,"Jun 13, 2016","Jun 26, 2016",2000,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,100000,1062.375,Externally Managed,20,CPM,Display,Xaxis Premium
0063100000elQnZAAU,Swiss:19518-6,"Jun 27, 2016","Oct 2, 2016",1477.65,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,42218,865.39,Externally Managed,35,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19781-1,"Jun 27, 2016","Oct 2, 2016",6246.35,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,178467,3148.6,Externally Managed,35,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19781-3,"Jun 27, 2016","Oct 2, 2016",684.2,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,19549,344.89,Externally Managed,35,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19518-5,"Jun 27, 2016","Oct 2, 2016",2477.1,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,70774,1450.71,Externally Managed,35,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19304-4,"Jun 27, 2016","Oct 2, 2016",821.15,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23462,451.6325,Externally Managed,35,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19304-3,"Jun 27, 2016","Oct 2, 2016",1222.1,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,42141,672.155,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19304-2,"Jun 27, 2016","Oct 2, 2016",4475.3,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,154320,2461.415,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19304-5,"Jun 27, 2016","Oct 2, 2016",314.75,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,8993,173.1125,Externally Managed,35,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19518-4,"Jun 27, 2016","Oct 2, 2016",7199.35,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,205695,4216.3,Externally Managed,35,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19304-6,"Jun 27, 2016","Oct 2, 2016",33.05,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,944,18.1775,Externally Managed,35.01,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19304-1,"Jun 27, 2016","Oct 2, 2016",18527.3,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,638872,10190.01,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQnZAAU,Swiss:19781-2,"Jun 27, 2016","Oct 2, 2016",2695.4,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,77012,1358.67,Externally Managed,35,CPM,Video,Xaxis TV
0063100000elQmNAAU,Swiss:19101-1,"Jun 17, 2016","Jun 22, 2016",31000,Xaxis Masthead_XAXIS-MH-RICH MEDIA,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2,27705.33,Externally Managed,"15,500",CPP,Display,Xaxis Masthead
0063100000elQjkAAE,Swiss:17841-2,"Jan 8, 2016","Dec 16, 2016",95.15,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,5009,40.9145,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQjkAAE,Swiss:17841-1,"Jan 8, 2016","Dec 16, 2016",561.4,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,29547,241.402,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQkVAAU,Swiss:18313-1,"Feb 17, 2016","Mar 3, 2016",559.85,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,29467,211.1093,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQkVAAU,Swiss:18105-4,"Feb 17, 2016","Mar 3, 2016",647.85,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,28167,234.1421,Externally Managed,23,CPM,Display,Xaxis Premium
0063100000elQkVAAU,Swiss:18105-1,"Feb 17, 2016","Mar 3, 2016",2440.15,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,128428,881.9045,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQkVAAU,Swiss:18313-3,"Feb 17, 2016","Mar 3, 2016",507.55,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,22068,191.3879,Externally Managed,23,CPM,Display,Xaxis Premium
0063100000elQkVAAU,Swiss:18105-2,"Feb 17, 2016","Mar 3, 2016",1267.45,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,66709,458.0742,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQkVAAU,Swiss:18105-3,"Feb 17, 2016","Mar 3, 2016",1492.45,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,64889,539.3924,Externally Managed,23,CPM,Display,Xaxis Premium
0063100000elQkVAAU,Swiss:18313-4,"Feb 17, 2016","Mar 3, 2016",352.15,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,15311,132.7894,Externally Managed,23,CPM,Display,Xaxis Premium
0063100000elQkVAAU,Swiss:18313-2,"Feb 17, 2016","Mar 3, 2016",232.5,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,12238,87.67156,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQksAAE,Swiss:18314-4,"Mar 3, 2016","Mar 20, 2016",2000,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,71429,810.9179,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQksAAE,Swiss:18314-2,"Mar 3, 2016","Mar 20, 2016",2350,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,123684,886.1426,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQksAAE,Swiss:18314-3,"Mar 3, 2016","Mar 20, 2016",4100,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,146428,1662.382,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQksAAE,Swiss:18314-1,"Mar 3, 2016","Mar 20, 2016",4100,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,215789,1546.036,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQkHAAU,Swiss:18106-1,"Jan 11, 2016","Feb 21, 2016",4586.85,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,191119,1806.902,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkHAAU,Swiss:17842-3,"Jan 11, 2016","Feb 21, 2016",415.2,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,17299,232.512,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkHAAU,Swiss:18106-3,"Jan 11, 2016","Feb 21, 2016",484.8,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,20201,190.9778,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkHAAU,Swiss:18106-2,"Jan 11, 2016","Feb 21, 2016",2674.9,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,111454,1053.726,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkHAAU,Swiss:18106-4,"Jan 11, 2016","Feb 21, 2016",6130.4,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,211393,2758.68,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkHAAU,Swiss:17842-6,"Jan 11, 2016","Feb 21, 2016",670.55,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23123,409.0355,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkHAAU,Swiss:17842-1,"Jan 11, 2016","Feb 21, 2016",8013.15,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,333881,4487.364,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkHAAU,Swiss:17842-2,"Jan 11, 2016","Feb 21, 2016",1825.1,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,76046,1022.056,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkHAAU,Swiss:17842-4,"Jan 11, 2016","Feb 21, 2016",6469.45,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,223084,3946.365,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkHAAU,Swiss:17842-5,"Jan 11, 2016","Feb 21, 2016",1691.75,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,58337,1031.967,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkHAAU,Swiss:18106-5,"Jan 11, 2016","Feb 21, 2016",2808.05,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,96829,1263.622,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQkHAAU,Swiss:18106-6,"Jan 11, 2016","Feb 21, 2016",229.25,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,7905,103.1625,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmDAAU,Swiss:19103-1,"Apr 20, 2016","Jun 5, 2016",1631.2,Xaxis Mobile_XAXIS-XM-RICH-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,45311,1109.216,Externally Managed,36,CPM,Mobile,Xaxis Mobile
0063100000elQmDAAU,Swiss:18806-11,"Apr 20, 2016","Jun 5, 2016",1050.6,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,55295,452.2948,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:18806-5,"Apr 20, 2016","Jun 5, 2016",5958.3,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,205458,2919.567,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmDAAU,Swiss:18564-4,"Apr 20, 2016","Jun 5, 2016",916.8,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,31614,476.736,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmDAAU,Swiss:18564-8,"Apr 20, 2016","Jun 5, 2016",111.2,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4634,55.05164,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:18564-6,"Apr 20, 2016","Jun 5, 2016",58.85,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2029,30.602,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmDAAU,Swiss:19103-7,"Apr 20, 2016","Jun 5, 2016",83.45,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4392,42.6607,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:19103-2,"Apr 20, 2016","Jun 5, 2016",95.85,Xaxis Mobile_XAXIS-XM-RICH-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2663,65.178,Externally Managed,35.99,CPM,Mobile,Xaxis Mobile
0063100000elQmDAAU,Swiss:18806-7,"Apr 20, 2016","Jun 5, 2016",9688.1,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,403670,4049.863,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:18806-4,"Apr 20, 2016","Jun 5, 2016",21267.8,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,733373,10421.22,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQmDAAU,Swiss:19103-4,"Apr 20, 2016","Jun 5, 2016",77.25,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2663,42.4875,Externally Managed,29.01,CPM,Video,Xaxis TV
0063100000elQmDAAU,Swiss:18564-7,"Apr 20, 2016","Jun 5, 2016",391.9,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,16330,194.0174,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:18806-10,"Apr 20, 2016","Jun 5, 2016",3550.45,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,186865,1528.508,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:18806-12,"Apr 20, 2016","Jun 5, 2016",276,Xaxis Premium_XAXIS-XP-HP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,14525,118.821,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:18806-9,"Apr 20, 2016","Jun 5, 2016",740.1,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,30837,309.38,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:18564-9,"Apr 20, 2016","Jun 5, 2016",9.9,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,413,4.90118,Externally Managed,23.97,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:18806-8,"Apr 20, 2016","Jun 5, 2016",2252,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,93834,941.3912,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQmDAAU,Swiss:18806-1,"Apr 20, 2016","Jun 5, 2016",10392.25,Xaxis Mobile_XAXIS-XM-RICH-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,288673,6339.273,Externally Managed,36,CPM,Mobile,Xaxis Mobile
0063100000elQmDAAU,Swiss:18564-2,"Apr 20, 2016","Jun 5, 2016",216.25,Xaxis Mobile_XAXIS-XM-RICH-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6007,123.2625,Externally Managed,36,CPM,Mobile,Xaxis Mobile
