Opportunity__c,External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Frequency_Cap__c,Frequency_Scope__c,Special_Product__c,Target_Age_Freeform_Entry__c,Target_Gender__c
0063100000fJYawAAG,Netherlands: 20160034,"Jan 18, 2016","Feb 21, 2016",19040,2016.VIMN.COMEDYCENTRAL.0102.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1655652,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,18-34,
0063100000fJYaHAAW,Netherlands: 20160160,"Mar 14, 2016","Mar 27, 2016",9435.84,Doelgroep BDS 20-49. Cap 3 op campagneniveau en een cap van 1 per week als dit kan.,Net Cost (Calc Margin),012i0000001EB0nAAG,698951,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-49,
0063100000fJYbZAAW,Netherlands: 20150780,"Nov 18, 2015","Mar 6, 2016",9660.5,Frank -> briefing Suzanne. Retargeting preroll non-viewers.,Net Cost (Calc Margin),012i0000001EB0nAAG,690036,0,Externally Managed,,14,CPM,2,Per campaign,Xaxis Display,18-34,
0063100000fJYbgAAG,Netherlands: 20160184,"Apr 4, 2016","May 3, 2016",6749.84,Activia Fusion AV Challenge,Net Cost (Calc Margin),012i0000001EB0nAAG,499988,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-40,Female
0063100000fJYaGAAW,Netherlands: 20160172,"Apr 18, 2016","May 1, 2016",5181.6,tijdvak 16:30 tm 20:00 uur.,Net Cost (Calc Margin),012i0000001EB0nAAG,383822,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-29,
0063100000fJYivAAG,Netherlands: 20150809,"Nov 20, 2015","Jan 3, 2016",29911.97,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,2800000,0,Externally Managed,,11.5,CPM,3,Per campaign,Xaxis TV,18-30,
0063100000fJYaVAAW,Netherlands: 20150834,"Dec 16, 2015","Jan 13, 2016",7075,"Focus op Entertainment, Nieuws en Sport umfelt. Enkel uitlevering op Android devices.",Net Cost (Calc Margin),012i0000001EB0nAAG,1179167,0,Externally Managed,,6,CPM,3,Per campaign,Xaxis Mobile,18-35,
0063100000fJYifAAG,Netherlands: 20160246,"Apr 18, 2016","May 31, 2016",2500,MDS-48634-2016-0381 -- Uw Maatwerk,Net Cost (Calc Margin),012i0000001EB0nAAG,416667,0,Externally Managed,Mobile Swipe Cube. Het materiaal wordt volledig aangeleverd. Om de interactie met de swipe cube in kaart te brengen gaan we een tag implementeren zodat we het aantal swipes in kaart kunnen brengen. Deze tag zet Xaxis op. Per event wordt er een tag aangemaakt (dus voor de verschillende visuals),6,CPM,3,Per campaign,Mobile - Halfpage ad,35-65,Male
0063100000fJYbLAAW,Netherlands: 20160190,"Mar 22, 2016","Apr 11, 2016",19099.99,doelgroep+cap nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,1414814,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-54,Male
0063100000fJYbOAAW,Netherlands: 20160257,"Apr 14, 2016","Apr 30, 2016",9999.99,Karcher Window Vac Display - Apr-Oct 2016 - Flight 1,Net Cost (Calc Margin),012i0000001EB0nAAG,714285,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,20-49,Female
0063100000fJYayAAG,Netherlands: 20160177,"Mar 14, 2016","Apr 3, 2016",58934.97,"Activity tag meedraaien op de click, zodat we een audience discovery kunnen doen aan het eind van de campagne en ze wellicht verrassen’.",Net Cost (Calc Margin),012i0000001EB0nAAG,4365553,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,
0063100000fJYahAAG,Netherlands: 20160370,"Jun 2, 2016","Jun 19, 2016",3275,70% van de impressies op Mannen 18+ en 30% van de impressies op de Turbine segmenten met een overkoepelende cap. : Arts&Entertainment_Humor & Family & Parenting,Net Cost (Calc Margin),012i0000001EB0nAAG,1190909,0,Externally Managed,,2.75,CPM,3,Per campaign,Display - Standard,18+,Male
0063100000fJYaxAAG,Netherlands: 20160282,"Apr 25, 2016","May 16, 2016",16250.01,Inzet week 17: 27-4 t/m 1-5. Week 18: 5-5 t/m 8-5. Week 19: 12-5 t/m 16-5. Week 21: 26-5 t/m 29-5.,Net Cost (Calc Margin),012i0000001EB0nAAG,928572,0,Externally Managed,,17.5,CPM,1,Per week,Rich Media - Skin,20-49,Female
0063100000fJYbCAAW,Netherlands: 20160314,"May 17, 2016","Jun 5, 2016",3600,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Wallonia - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,180000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.,20,CPM,3,Per campaign,Video - Preroll 20s,20-39,Female
0063100000fJYa2AAG,Netherlands: 20160323,"Jun 6, 2016","Jun 26, 2016",7200.35,2016-06 Paradontax,Net Cost (Calc Margin),012i0000001EB0nAAG,533359,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-54,
0063100000fJYagAAG,Netherlands: 20160277,"May 2, 2016","Jun 5, 2016",12751.5,MEC-129535-2016-0813 -- 2016.HUNKEMOLLER.SWIMWEAR.0506.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,4250500,0,Externally Managed,"Twee verschillende soorten sync!                                                                                                                                                                                                                                               Versie 1: We beginnen met het syncen van eigen TVC gedurende periode 7 mei - 22 mei & 30 mei - 5 juni. Elke week heeft 5 sync momenten.                         Dat zijn ongeveer 500.000 impressies per sync moment.                                                                                                                                                                                              Versie 2: Waarschijnlijk komt er ook een tweede versie naast versie 1 te draaien; syncen van conccurrent H&M.  Het is de bedoeling dat 1x een sync moment wordt ingezet op H&M(circa 750.000 impressies, budget € 2250,- netto) à het overige Sync budget is voor “versie 1”.
De campagne mag in het begin breed ingezet worden, daarna liever op vrouwen 20-49 targeten als we dit redden qua inventory.",3,CPM,,,Display - Sync,20-49,Female
0063100000fJYaxAAG,Netherlands: 20160283,"Apr 25, 2016","May 16, 2016",4152.59,Inzet week 17: 27-4 t/m 1-5. Week 18: 5-5 t/m 8-5. Week 19: 12-5 t/m 16-5. Week 21: 26-5 t/m 29-5.,Net Cost (Calc Margin),012i0000001EB0nAAG,553678,0,Externally Managed,,7.5,CPM,1,Per week,Mobile - Interstitial smartphone,20-49,Female
0063100000fJYisAAG,Netherlands: 20150810,"Nov 20, 2015","Jan 3, 2016",43200,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,3200000,0,Externally Managed,,13.5,CPM,3,Per campaign,Xaxis TV,18-30,
0063100000fJYaRAAW,Netherlands: 20160142,"Mar 18, 2016","Mar 31, 2016",2125,Doelgroep: Rotterdam,Net Cost (Calc Margin),012i0000001EB0nAAG,772727,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,35-65,
0063100000fJYa4AAG,Netherlands: 20160404,"Jul 4, 2016","Jul 24, 2016",7750.3,2016-07 Sensodyne AV,Net Cost (Calc Margin),012i0000001EB0nAAG,574096,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-49,Female
0063100000fJYaXAAW,Netherlands: 20160100,"Feb 8, 2016","Feb 28, 2016",8633.34,"Uitzendinstructies:
KPN                                      9 t/m 14 februari
T-mobile & Vodafone   15 t/m 28 februari (alternerend)",Net Cost (Calc Margin),012i0000001EB0nAAG,639507,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-35,
0063100000fJYibAAG,Netherlands: 20160021,"Jan 4, 2016","Jan 17, 2016",7230.8,S-Max_OLV_JAN_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,535615,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-35,
0063100000fJYaPAAW,Netherlands: 20160472,"Aug 17, 2016","Sep 5, 2016",5200.29,2016-08 HM 4106 Kids BTS aug-sept (AV),Net Cost (Calc Margin),012i0000001EB0nAAG,385207,0,Externally Managed,,13.5,CPM,4,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJYb6AAG,Netherlands: 20160129,"Feb 22, 2016","Mar 20, 2016",8756,NL inzet: Targeting: 60% Vrouwen en 40% Mannen NL. Graag aparte line items aanmaken. Graag kwalitatieve inzet aangezien complete sitelist (eenmalig) moet worden verstuurd.,Net Cost (Calc Margin),012i0000001EB0nAAG,761391,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,20-39,
0063100000fJYinAAG,Netherlands: 20160004,"Jan 18, 2016","Jan 31, 2016",20950.89,Home & Deco,Net Cost (Calc Margin),012i0000001EB0nAAG,1676071,0,Externally Managed,,12.5,CPM,,,Display - Half Page Ad,,
0063100000fJYbYAAW,Netherlands: 20160035,"Jan 1, 2016","Mar 31, 2016",59080,Turbine pixels op Volvo site plaatsen per type. Er volgt een lijst van Thomas. Gebruikers op landingspagina uitsluiten (clickers). : Autmotive,Net Cost (Calc Margin),012i0000001EB0nAAG,4220000,0,Externally Managed,,14,CPM,,,Display - Frequency booster,,
0063100000fJYb7AAG,Netherlands: 20160241,"Apr 14, 2016","May 8, 2016",8250,Gelijkmatige uitlevering van de impressies over de dagen.,Net Cost (Calc Margin),012i0000001EB0nAAG,412500,0,Externally Managed,,20,CPM,3,Per campaign,Video - Preroll 30s,20-39,Female
0063100000fJYa5AAG,Netherlands: 20160407,"Jul 18, 2016","Jul 31, 2016",7200.35,28-7 outstream en mobile toegevoegd,Net Cost (Calc Margin),012i0000001EB0nAAG,533359,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-54,Female
0063100000fJYbIAAW,Netherlands: 20160050,"Jan 15, 2016","Feb 1, 2016",11615.24,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,829660,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,20-50,Female
0063100000fJYalAAG,Netherlands: 20160293,"May 8, 2016","May 15, 2016",6828.93,Doelgroep kan niet verbreed worden. 20-05: Vanwege langer doorlopen van de campagne (van 16 t/m 18 mei) wordt een compensatie van 150.000 impressies ingezet tijdens de thema campagne in mei-juni (20160334).,Net Cost (Calc Margin),012i0000001EB0nAAG,505847,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-35,
0063100000fJYbJAAW,Netherlands: 20160093,"Feb 8, 2016","Feb 29, 2016",9296.17,Karcher Multi Vac Display - Jan-Dec 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,664012,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,24-45,Male
0063100000fJYikAAG,Netherlands: 20160009,"Jan 11, 2016","Feb 7, 2016",28044.93,CX3 OLV Januari,Net Cost (Calc Margin),012i0000001EB0nAAG,2077402,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-54,Male
0063100000fJYbIAAW,Netherlands: 20160051,"Feb 8, 2016","Feb 28, 2016",11615.24,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,829660,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,20-50,Female
0063100000fJYaqAAG,Netherlands: 20160072,"Feb 22, 2016","Mar 13, 2016",4799.94,2016-02 Diamant feb-mrt (AV),Net Cost (Calc Margin),012i0000001EB0nAAG,355551,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,Female
0063100000fJYaTAAW,Netherlands: 20150826,"Dec 14, 2015","Jan 3, 2016",4000,Lifestyle umfelt - enkel targeting op Android en Huawei devices,Net Cost (Calc Margin),012i0000001EB0nAAG,666667,0,Externally Managed,,6,CPM,3,Per campaign,Xaxis Mobile,20-49,Male
0063100000fJYaBAAW,Netherlands: 20160152,"Mar 1, 2016","Apr 30, 2016",13136.91,Shurgard - OLV - Mar-Jun 2016 - Flight 1,Net Cost (Calc Margin),012i0000001EB0nAAG,1142340,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,25-55,
0063100000fJYaoAAG,Netherlands: 20160200,"Apr 25, 2016","May 15, 2016",6399.65,Deze campagne is geannuleerd,Net Cost (Calc Margin),012i0000001EB0nAAG,474048,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,Female
0063100000fJYbAAAW,Netherlands: 20160308,"May 17, 2016","Jun 5, 2016",6750,MAX-128858-2016-0227 -- Zalando OLV - NL-BE - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,500000,0,Externally Managed,"Graag de eerste week 250.000 impressies inzetten. De resterende 250.000 impressies gelijkwaardig verdelen over de weken. Graag een pixel plaatsen op click en op view, Light Reaction gaat deze pool gebruiken voor verdere inzet. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.",13.5,CPM,3,Per campaign,Video - Preroll 20s,20-39,Female
0063100000fJYajAAG,Netherlands: 20160260,"Apr 18, 2016","May 15, 2016",959.64,2016-04 Indeed AV The Netherlands,Net Cost (Calc Margin),012i0000001EB0nAAG,63976,0,Externally Managed,,15,CPM,4,Per campaign,Video - Preroll 30s,25-45,
0063100000fJYirAAG,Netherlands: 20160261,"May 9, 2016","Jun 6, 2016",16286.85,"25 sec video, 6-6: mag max 3 dagen verlengd worden",Net Cost (Calc Margin),012i0000001EB0nAAG,1085790,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,20-39,Female
0063100000fJYaWAAW,Netherlands: 20150844,"Dec 28, 2015","Jan 24, 2016",13748.58,Tempur Display NL - Dec,Net Cost (Calc Margin),012i0000001EB0nAAG,1018413,0,Externally Managed,,13.5,CPM,3,Per campaign,Xaxis TV,30-55,
0063100000fJYaUAAW,Netherlands: 20150832,"Dec 16, 2015","Jan 13, 2016",4000,"Focus op Entertainment, Nieuws en Sport umfelt OF Interesse Sport Movies Music. Uitsluiten MAC gebruikers. Optimalisatie op viewability 70%.",Net Cost (Calc Margin),012i0000001EB0nAAG,1454545,0,Externally Managed,,2.75,CPM,5,Per campaign,Xaxis Display,18-35,
0063100000fJYipAAG,Netherlands: 20160113,"Mar 7, 2016","Mar 23, 2016",16810.78,MEC-43633-2016-0305 -- 2016.IKEA.NEWS.BED.03.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1245243,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJYbdAAG,Netherlands: 20160071,"Feb 22, 2016","Mar 13, 2016",2624.79,Deze campagne is geannuleerd extra kosten zijn voor onze rekening 25-2-16,Net Cost (Calc Margin),012i0000001EB0nAAG,194429,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-40,Female
0063100000fJdDIAA0,Netherlands: 20160263,"May 15, 2016","Jun 5, 2016",3034,"Targeting op Turbine segmenten + provincies Zeeland en Noord-Brabant : Arts & Entertainment_Fine Art, Education_History, Hobbies & Interests_Drawing or sketching_Freelance writing_Jewelry making_Painting_Photography",Net Cost (Calc Margin),012i0000001EB0nAAG,1103273,0,Externally Managed,,2.75,CPM,3,Per campaign,Display - Standard,,
0063100000fJYiWAAW,Netherlands: 20160391,"Jul 25, 2016","Aug 7, 2016",637.5,"Tablet en Smartphone, web en In-app. Doelgroep betreft 30+ en Zandvoort met een straal van 5 km",Net Cost (Calc Margin),012i0000001EB0nAAG,106250,0,Externally Managed,,6,CPM,5,Per campaign,Mobile - Halfpage ad,30+,
0063100000fJYicAAG,Netherlands: 20160022,"Jan 25, 2016","Feb 7, 2016",5751,Mustang Jan-Feb,Net Cost (Calc Margin),012i0000001EB0nAAG,383400,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,25-35,
0063100000fJYaiAAG,Netherlands: 20160183,"Mar 17, 2016","Apr 13, 2016",2000,Campagne staat on hold : Indeed staat op hold,Net Cost (Calc Margin),012i0000001EB0nAAG,148148,0,Externally Managed,,13.5,CPM,4,Per campaign,Video - Preroll 20s,25-45,
0063100000fJYbaAAG,Netherlands: 20160084,"Jan 26, 2016","Feb 28, 2016",14850,"Mochten er problemen zijn met uitleveren, dan is het mogelijk om tech sites toe te voegen. Mochten er daarna nog steeds problemen zijn met uitleveren, dan mogen entertainment sites worden toegevoegd. Let op: de video is 30"".",Net Cost (Calc Margin),012i0000001EB0nAAG,1100000,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,18-34,Male
0063100000fJYa9AAG,Netherlands: 20160464,"Aug 22, 2016","Sep 4, 2016",7200.35,MCM-57573-2016-1164 -- 2016-08 Parodontax AV,Net Cost (Calc Margin),012i0000001EB0nAAG,533359,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-54,
0063100000fJYidAAG,Netherlands: 20160098,"Feb 15, 2016","Feb 28, 2016",12147.34,OLV Ecosport-Februari_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,899803,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-45,
0063100000fJYaMAAW,Netherlands: 20160060,"Feb 18, 2016","Mar 1, 2016",6999.75,2016-02 HM 3046 Modern Essentials,Net Cost (Calc Margin),012i0000001EB0nAAG,518500,0,Externally Managed,,13.5,CPM,4,Per campaign,Video - Preroll 20s,20-34,Male
0063100000fJYbFAAW,Netherlands: 20160322,"Jun 27, 2016","Aug 7, 2016",111996,MEC-44630-2016-0962 -- 2016.MICHELIN.TCRE.PS4.060708.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,7999714,0,Externally Managed,,14,CPM,,,Display - Frequency booster,25-55,Male
0063100000fJYa1AAG,Netherlands: 20160182,"Apr 4, 2016","Apr 24, 2016",9599.89,2016-04 Sensodyne iVIDEO,Net Cost (Calc Margin),012i0000001EB0nAAG,711103,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-49,Female
0063100000fJYbDAAW,Netherlands: 20160039,"Feb 8, 2016","Mar 6, 2016",10000,Uitlevering desktop + tablet,Net Cost (Calc Margin),012i0000001EB0nAAG,800000,0,Externally Managed,,12.5,CPM,,,Display - Half Page Ad,25-64,Female
0063100000fJYasAAG,Netherlands: 20160354,"Jun 1, 2016","Jun 21, 2016",5697.27,24-5: Smartphone Web mag toegevoegd worden,Net Cost (Calc Margin),012i0000001EB0nAAG,422020,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,,
0063100000fJYa3AAG,Netherlands: 20160321,"Jun 6, 2016","Jun 27, 2016",7365.25,25 sec dag verlengd om volledig uit te leveren,Net Cost (Calc Margin),012i0000001EB0nAAG,545574,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-49,Female
0063100000fJYbZAAW,Netherlands: 20150779,"Nov 18, 2015","Mar 6, 2016",43108.89,Frank -> briefing Suzanne. Retargeting preroll viewers,Net Cost (Calc Margin),012i0000001EB0nAAG,15675960,0,Externally Managed,,2.75,CPM,3,Per campaign,Xaxis Display,18-34,
0063100000fJYixAAG,Netherlands: 20160076,"Feb 26, 2016","Mar 13, 2016",22856.84,tablet & smartphone - Nieuw materiaal,Net Cost (Calc Margin),012i0000001EB0nAAG,1987551,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,18-30,
0063100000fJYaYAAW,Netherlands: 20160099,"Feb 12, 2016","Mar 13, 2016",7499.99,Huawei MateS Display - Feb-Mar 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,428571,0,Externally Managed,,17.5,CPM,3,Per campaign,Rich Media - Skin,20-49,
0063100000fJYbWAAW,Netherlands: 20160081,"Feb 1, 2016","Feb 14, 2016",14901.92,Volvo_OLV_V60_Winter_feb_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1103846,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-54,Male
0063100000fJYiHAAW,Netherlands: 20160141,"Mar 5, 2016","Mar 18, 2016",2380,Doelgroep: In het gebied Haaglanden,Net Cost (Calc Margin),012i0000001EB0nAAG,865454,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,25-55,
0063100000fJYa8AAG,Netherlands: 20160466,"Aug 15, 2016","Sep 4, 2016",7750.3,MCM-57573-2016-1161 -- 2016-08 Sensodyne AV,Net Cost (Calc Margin),012i0000001EB0nAAG,574096,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-49,Female
0063100000fJYihAAG,Netherlands: 20160398,"Jul 4, 2016","Jul 24, 2016",19263.96,"Er is nog onduidelijkheid of de video 30 seconden of 20 seconden is. Ingekocht voor een gecombineerde CPM (12,50) echter is dit niet mogelijk met een 30sec video. Dit moet 15 CPM zijn. Hierover is contact opgenomen met Jessica.",Net Cost (Calc Margin),012i0000001EB0nAAG,1284264,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,25-45,
0063100000fJYaeAAG,Netherlands: 20160110,"Mar 21, 2016","Apr 15, 2016",16522.3,30-3: Doelgroep is gewijzigd van V 20-34 naar V 18-34. De freq. cap is aangepast van 2 naar 3 per campagne.,Net Cost (Calc Margin),012i0000001EB0nAAG,1223874,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,18-34,Female
0063100000fJYiRAAW,Netherlands: 20160228,"May 30, 2016","Jun 17, 2016",2200,Targeting op provincie Groningen en Drenthe. Materiaal wordt aangeleverd op 24 mei.,Net Cost (Calc Margin),012i0000001EB0nAAG,800000,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,18-40,
0063100000fJYiXAAW,Netherlands: 20160367,"Aug 8, 2016","Aug 26, 2016",1239.3,Targeting: 40-65 jaar en provincie Friesland,Net Cost (Calc Margin),012i0000001EB0nAAG,450654,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,40-65,
0063100000fJYaaAAG,Netherlands: 20160273,"Apr 22, 2016","May 29, 2016",4920.02,MAX-126634-2016-0163 -- P9 Launch- Apr-Jun 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,351430,0,Externally Managed,"Retargeting op basis van de OLV inzet. Retargeting moet plaats vinden op 22-40 jaar en de Turbine segmenten Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion. Het is bekend dat de retargeting op deze wijze beperkt is. 13-5: De retargeting wordt omgezet o.b.v. nu.nl retargeting. : Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion",14,CPM,1,Per campaign,Display - Frequency booster,22-40,
0063100000fJYaeAAG,Netherlands: 20160156,"Mar 21, 2016","Apr 15, 2016",5364.27,30-3: Doelgroep is gewijzigd van V 20-34 naar V 18-34. De freq. cap is aangepast van 1 naar 2 per campagne.,Net Cost (Calc Margin),012i0000001EB0nAAG,466458,0,Externally Managed,,11.5,CPM,2,Per campaign,Mobile - Video,18-34,Female
0063100000fJYaJAAW,Netherlands: 20160396,"Jun 27, 2016","Jul 24, 2016",7503.95,2016.HENKEL.SYOSS.CARE.0607.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,555848,0,Externally Managed,"2 trackers aanmaken met het TNS Nipo panel, voor RTL en Youtube, en deze opsturen naar traffic om te implementeren (vraag Sjoerd om meer informatie). Geen open RTB en Adfactor inzetten tijdens deze campagne. Het is een nieuwe klant dus moeten goed presteren.",13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJYiCAAW,Netherlands: 20160336,"Jun 13, 2016","Jul 3, 2016",7799.6,27-6: Mobile toegevoegd en outstream aan toegevoegd.,Net Cost (Calc Margin),012i0000001EB0nAAG,577748,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-45,
0063100000fJYaaAAG,Netherlands: 20160275,"Apr 22, 2016","May 29, 2016",589.94,MAX-126634-2016-0163 -- P9 Launch- Apr-Jun 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,214522,0,Externally Managed,"Retargeting op basis van de OLV inzet. Retargeting moet plaats vinden op 22-40 jaar en de Turbine segmenten Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion. Het is bekend dat de retargeting op deze wijze beperkt is : Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion",2.75,CPM,5,Per campaign,Display - Standard,22-40,
0063100000fJYiUAAW,Netherlands: 20160328,"Jul 11, 2016","Jul 29, 2016",2749.75,Targeting: 40-65 jaar + provincies Groningen en Drenthe,Net Cost (Calc Margin),012i0000001EB0nAAG,999909,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,40-65,
0063100000fJYiVAAW,Netherlands: 20160393,"Jul 1, 2016","Jul 31, 2016",2125,Desktop en Tablet. Doelgroep betreft 25-55 en Haaglanden,Net Cost (Calc Margin),012i0000001EB0nAAG,151786,0,Externally Managed,,14,CPM,5,Per campaign,Display - Frequency booster,25-55,
0063100000fJYaHAAW,Netherlands: 20160162,"Apr 18, 2016","Apr 24, 2016",3442.5,cap van 1 per week als dit kan. Anders cap 3 op campagne niveau,Net Cost (Calc Margin),012i0000001EB0nAAG,255000,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-49,
0063100000fJYa7AAG,Netherlands: 20160463,"Aug 1, 2016","Aug 21, 2016",9292.2,2016-08 Aquafresh AV,Net Cost (Calc Margin),012i0000001EB0nAAG,688311,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-49,Female
0063100000fJYiWAAW,Netherlands: 20160390,"Jun 27, 2016","Jul 10, 2016",637.5,"Tablet en Smartphone, web en In-app. Doelgroep betreft 30+ en Zandvoort met een straal van 5 km. Let op: er is nog een tweede flight (20160391)",Net Cost (Calc Margin),012i0000001EB0nAAG,106250,0,Externally Managed,,6,CPM,5,Per campaign,Mobile - Halfpage ad,30+,
0063100000fJYbVAAW,Netherlands: 20160030,"Jan 2, 2016","Jan 17, 2016",17882.3,Volvo_OLV_V60_Winter_jan_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1324615,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-54,Male
0063100000fJYaCAAW,Netherlands: 20160097,"May 1, 2016","Jun 30, 2016",9943.68,"Divorce,Apartments, Business construction, Real estate- Buying selling homes/remodeling and construction, Vintage cars met motorcycles en minivan. Collecting. Travel",Net Cost (Calc Margin),012i0000001EB0nAAG,736569,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-55,
0063100000fJYaaAAG,Netherlands: 20160276,"Apr 22, 2016","May 29, 2016",6010.06,Negatieve retargeting op de Turbine users die bereikt zijn vanuit de nu.nl take-over,Net Cost (Calc Margin),012i0000001EB0nAAG,2185476,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,13+,
0063100000fJYiKAAW,Netherlands: 20160198,"Mar 31, 2016","Apr 28, 2016",1700,Cap= 15 per campaign.  Doelgroep man en vrouw Scheveningen en 45km radius.,Net Cost (Calc Margin),012i0000001EB0nAAG,618182,0,Externally Managed,,2.75,CPM,15,Per campaign,Display - Standard,40-101,
