Opportunity__c,External_Id__c,Product_Detail__C,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Media_Code__c
0063100000fkOa7AAE,NordicOrderID:16543,Xaxis TV,2015-04-01 12:00:00,2015-06-30 12:00:00,-163984,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOLFAA2,NordicOrderID:12505,Xaxis TV,2015-11-15 12:00:00,2015-12-15 12:00:00,-75243,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOMIAA2,NordicOrderID:14715,Xaxis TV,2015-12-01 12:00:00,2015-12-31 12:00:00,-73983,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,FACEBOOK TARGETED MOTHERS....,Video
0063100000fkOj9AAE,NordicOrderID:11625,Xaxis TV,2015-06-22 12:00:00,2015-08-02 12:00:00,-50000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOjVAAU,NordicOrderID:19351,Xaxis TV,2015-05-07 12:00:00,2015-05-24 12:00:00,-39586,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOj7AAE,NordicOrderID:11626,Xaxis TV,2015-05-27 12:00:00,2015-06-21 12:00:00,-39000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOVDAA2,NordicOrderID:10993,Xaxis TV,2015-06-22 12:00:00,2015-12-31 12:00:00,-29481,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOW1AAM,NordicOrderID:11618,Xaxis TV,2015-04-15 12:00:00,2020-01-01 12:00:00,-27979,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOMXAA2,NordicOrderID:19495,Xaxis TV,2015-10-07 12:00:00,2015-10-31 12:00:00,-23666,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOMVAA2,NordicOrderID:19496,Xaxis TV,2015-11-06 12:00:00,2015-11-30 12:00:00,-23666,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOMIAA2,NordicOrderID:14717,Xaxis TV,2015-12-01 12:00:00,2015-12-31 12:00:00,-23666,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,FACEBOOK TARGETED MOTHERS....,Video
0063100000fkOMJAA2,NordicOrderID:19498,Xaxis TV,2015-12-01 12:00:00,2015-12-31 12:00:00,-23666,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOLNAA2,NordicOrderID:11684,Xaxis TV,2015-11-02 12:00:00,2015-12-13 12:00:00,-22300,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOepAAE,NordicOrderID:16912,Xaxis TV,2015-11-01 12:00:00,2015-11-30 12:00:00,-19790,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOepAAE,NordicOrderID:16913,Xaxis TV,2015-12-14 12:00:00,2015-12-31 12:00:00,-18349,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOW1AAM,NordicOrderID:11617,Xaxis TV,2015-03-23 12:00:00,2015-04-02 12:00:00,-16720,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOMIAA2,NordicOrderID:14716,Xaxis TV,2015-12-01 12:00:00,2015-12-31 12:00:00,-16666,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,FACEBOOK TARGETED MOTHERS....,Video
0063100000fkONrAAM,NordicOrderID:14479,Xaxis Display,2015-11-02 12:00:00,2015-12-13 12:00:00,-10825,Xaxis DK - Audience,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Display
0063100000fkOVOAA2,NordicOrderID:11607,Xaxis TV,2015-10-14 12:00:00,2015-12-31 12:00:00,-10430,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOLNAA2,NordicOrderID:11683,Xaxis TV,2015-11-02 12:00:00,2015-12-13 12:00:00,-10268,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOMJAA2,NordicOrderID:19497,Xaxis TV,2015-12-01 12:00:00,2015-12-31 12:00:00,-9299,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOlsAAE,NordicOrderID:11610,Xaxis TV,2015-12-29 12:00:00,2015-12-31 12:00:00,-9286,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOVvAAM,NordicOrderID:11605,Xaxis TV,2015-10-14 12:00:00,2015-12-31 12:00:00,-7450,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOW8AAM,NordicOrderID:11611,Xaxis TV,2015-10-14 12:00:00,2015-12-31 12:00:00,-7450,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOepAAE,NordicOrderID:16914,Xaxis TV,2016-01-01 12:00:00,2016-01-31 12:00:00,-6925,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOLNAA2,NordicOrderID:11686,Xaxis TV,2015-11-02 12:00:00,2015-12-13 12:00:00,-6424,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOa7AAE,NordicOrderID:16544,Xaxis TV,2015-12-03 12:00:00,2015-12-31 12:00:00,-6354,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOVSAA2,NordicOrderID:11863,Xaxis TV,2015-10-14 12:00:00,2015-12-31 12:00:00,-5753,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOjEAAU,NordicOrderID:19350,Xaxis TV,2015-05-25 12:00:00,2015-05-31 12:00:00,-4698,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOLNAA2,NordicOrderID:11685,Xaxis TV,2015-11-02 12:00:00,2015-12-13 12:00:00,-2684,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOLNAA2,NordicOrderID:11682,Xaxis TV,2015-11-02 12:00:00,2015-12-13 12:00:00,-2574,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOVqAAM,NordicOrderID:11613,Xaxis TV,2015-06-15 12:00:00,2015-10-30 12:00:00,-2548,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOVQAA2,NordicOrderID:11603,Xaxis TV,2015-10-14 12:00:00,2015-12-31 12:00:00,-2206,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOW1AAM,NordicOrderID:11620,Xaxis TV,2015-06-15 12:00:00,2015-06-19 12:00:00,-2034,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOeOAAU,NordicOrderID:11587,Xaxis Display,2015-11-23 12:00:00,2015-12-23 12:00:00,-1600,Xaxis DK - Audience,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Display
0063100000fkOMMAA2,NordicOrderID:19499,Xaxis TV,2015-12-15 12:00:00,2015-12-20 12:00:00,-1498,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOW9AAM,NordicOrderID:11616,Xaxis TV,2015-10-13 12:00:00,2015-12-06 12:00:00,-1052,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOW1AAM,NordicOrderID:11619,Xaxis TV,2015-06-15 12:00:00,2015-06-19 12:00:00,-1021,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOZlAAM,NordicOrderID:18106,Xaxis TV,2015-08-24 12:00:00,2015-10-11 12:00:00,-1000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOZlAAM,NordicOrderID:18105,Xaxis TV,2015-08-24 12:00:00,2015-10-11 12:00:00,-998,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOZlAAM,NordicOrderID:18104,Xaxis TV,2015-08-24 12:00:00,2015-10-11 12:00:00,-666,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOeOAAU,NordicOrderID:11586,Xaxis Display,2015-11-23 12:00:00,2015-12-23 12:00:00,-211,Xaxis DK - Audience,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Display
0063100000fkOZlAAM,NordicOrderID:18103,Xaxis TV,2015-08-24 12:00:00,2015-10-11 12:00:00,-170,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOMZAA2,NordicOrderID:20117,Xaxis TV,2015-09-01 12:00:00,2015-09-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOjhAAE,NordicOrderID:19514,Xaxis TV,2015-11-16 12:00:00,2015-11-29 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOnQAAU,NordicOrderID:19377,Xaxis TV,2015-11-16 12:00:00,2015-12-31 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,NETS/EasyBiz - Programmatic display,Video
0063100000fkOVeAAM,NordicOrderID:11640,Xaxis TV,2015-11-17 12:00:00,2015-12-18 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOYuAAM,NordicOrderID:12176,Xaxis TV,2015-12-26 12:00:00,2015-12-29 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOYuAAM,NordicOrderID:12177,Xaxis TV,2016-01-01 12:00:00,2016-01-02 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOlsAAE,NordicOrderID:11612,Xaxis TV,2016-01-01 12:00:00,2016-04-03 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOWVAA2,NordicOrderID:11205,Xaxis Mobile,2016-01-15 12:00:00,2016-01-30 12:00:00,0,Xaxis DK - Mobil,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Private: Age, Travelling, Shopping, LinkedIn etc. Behaviroral targeting + Contextual targeting",Mobile
0063100000fkOWVAA2,NordicOrderID:10541,Xaxis TV,2016-01-15 12:00:00,2016-01-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Private: Age, Travelling, Shopping, LinkedIn etc. Behaviroral targeting + Contextual targeting",Video
0063100000fkOdJAAU,NordicOrderID:14744,Xaxis TV,2016-01-15 12:00:00,2016-02-28 12:00:00,0,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOYXAA2,NordicOrderID:15016,Xaxis TV,2016-01-15 12:00:00,2016-12-31 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOlLAAU,NordicOrderID:10688,Xaxis TV,2016-01-18 12:00:00,2016-01-24 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,ConZoom Digital,Video
0063100000fkOaVAAU,NordicOrderID:11209,Xaxis TV,2016-02-01 12:00:00,2016-02-29 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Kokken retargeting,Video
0063100000fkOnpAAE,NordicOrderID:12560,Xaxis TV,2016-02-01 12:00:00,2016-02-29 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,No spend,Video
0063100000fkOZXAA2,NordicOrderID:11936,Xaxis TV,2016-02-01 12:00:00,2016-03-31 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting,Video
0063100000fkOOMAA2,NordicOrderID:11168,Xaxis TV,2016-02-04 12:00:00,2016-12-31 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Forskellige strategier mod kernemalgruppe,Video
0063100000fkOOMAA2,NordicOrderID:11169,Xaxis TV,2016-02-04 12:00:00,2016-12-31 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Forskellige strategier mod kernemalgruppe,Video
0063100000fkOOMAA2,NordicOrderID:11170,Xaxis TV,2016-02-04 12:00:00,2016-12-31 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Forskellige strategier mod kernemalgruppe,Video
0063100000fkOOMAA2,NordicOrderID:11171,Xaxis TV,2016-02-04 12:00:00,2016-12-31 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Forskellige strategier mod kernemalgruppe,Video
0063100000fkOOMAA2,NordicOrderID:11172,Xaxis TV,2016-02-04 12:00:00,2016-12-31 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Forskellige strategier mod kernemalgruppe,Video
0063100000fkOn6AAE,NordicOrderID:11258,Xaxis TV,2016-02-11 12:00:00,2016-05-08 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Digital Conzoom: F2 + (F1 + E4). Ca. 36.525 DKK,Video
0063100000fkOONAA2,NordicOrderID:11739,Xaxis TV,2016-02-12 12:00:00,2016-03-15 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Forskellige strategier mod vores kernemalgruppe,Video
0063100000fkOONAA2,NordicOrderID:11740,Xaxis TV,2016-02-12 12:00:00,2016-03-15 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Forskellige strategier mod vores kernemalgruppe,Video
0063100000fkOONAA2,NordicOrderID:11741,Xaxis TV,2016-02-12 12:00:00,2016-03-15 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Forskellige strategier mod vores kernemalgruppe,Video
0063100000fkOhrAAE,NordicOrderID:14496,Xaxis TV,2016-02-22 12:00:00,2016-09-22 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Reach - IO targeting - Koncert launch + koncert perioden (Onsd kl12 - Fre kl. 20,Video
0063100000fkOY8AAM,NordicOrderID:14553,Xaxis TV,2016-02-26 12:00:00,2016-03-26 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOjmAAE,NordicOrderID:12059,Xaxis Mobile,2016-02-29 12:00:00,2016-03-27 12:00:00,0,Xaxis DK - Mobil,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Private Deals, Alm Kvinder 25-35, Desktop, Banner, freq. 3 pr. wk",Mobile
0063100000fkOjmAAE,NordicOrderID:12061,Xaxis Mobile,2016-02-29 12:00:00,2016-03-27 12:00:00,0,Xaxis DK - Mobil,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Private Deals, Alm Kvinder 25-35, Desktop, Banner, freq. 3 pr. wk",Mobile
0063100000fkORxAAM,NordicOrderID:16419,Xaxis TV,2016-03-18 12:00:00,2016-03-28 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,windows,Video
0063100000fkOhrAAE,NordicOrderID:14498,Xaxis TV,2016-03-28 12:00:00,2016-09-22 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Reach - IO targeting - Koncert launch + koncert perioden (Onsd kl12 - Fre kl. 20,Video
0063100000fkOhrAAE,NordicOrderID:14499,Xaxis TV,2016-03-28 12:00:00,2016-09-22 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Reach - IO targeting - Koncert launch + koncert perioden (Onsd kl12 - Fre kl. 20,Video
0063100000fkOhrAAE,NordicOrderID:14500,Xaxis TV,2016-03-28 12:00:00,2016-09-22 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Reach - IO targeting - Koncert launch + koncert perioden (Onsd kl12 - Fre kl. 20,Video
0063100000fkOhrAAE,NordicOrderID:14501,Xaxis TV,2016-03-28 12:00:00,2016-09-22 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Reach - IO targeting - Koncert launch + koncert perioden (Onsd kl12 - Fre kl. 20,Video
0063100000fkOdVAAU,NordicOrderID:16420,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting + targeting april,Video
0063100000fkOdVAAU,NordicOrderID:16421,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting + targeting april,Video
0063100000fkOdVAAU,NordicOrderID:16422,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting + targeting april,Video
0063100000fkOdVAAU,NordicOrderID:16423,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting + targeting april,Video
0063100000fkOdWAAU,NordicOrderID:17269,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting + targeting januar,Video
0063100000fkOdWAAU,NordicOrderID:17270,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting + targeting januar,Video
0063100000fkOdWAAU,NordicOrderID:17271,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting + targeting januar,Video
0063100000fkOdWAAU,NordicOrderID:17272,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting + targeting januar,Video
0063100000fkOUrAAM,NordicOrderID:17299,Xaxis TV,2016-04-01 12:00:00,2016-06-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,SE launch - Message/ KPI 1 - Traffic,Video
0063100000fkOMpAAM,NordicOrderID:16388,Xaxis Display,2016-04-14 12:00:00,2016-05-08 12:00:00,0,Xaxis DK - Audience,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,RON Viewed and verified - Audience W 20-39,Display
0063100000fkOi2AAE,NordicOrderID:12249,Xaxis TV,2016-04-18 12:00:00,2016-07-03 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Semantisk targeting (Bodil Jorgensen, Orkenens sonner, Cirkus Revyen etc)",Video
0063100000fkOi2AAE,NordicOrderID:12250,Xaxis TV,2016-04-18 12:00:00,2016-07-03 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Semantisk targeting (Bodil Jorgensen, Orkenens sonner, Cirkus Revyen etc)",Video
0063100000fkOi2AAE,NordicOrderID:12251,Xaxis TV,2016-04-18 12:00:00,2016-07-03 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Semantisk targeting (Bodil Jorgensen, Orkenens sonner, Cirkus Revyen etc)",Video
0063100000fkOi2AAE,NordicOrderID:12252,Xaxis TV,2016-04-18 12:00:00,2016-07-03 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Semantisk targeting (Bodil Jorgensen, Orkenens sonner, Cirkus Revyen etc)",Video
0063100000fkOPjAAM,NordicOrderID:17363,Xaxis TV,2016-04-21 12:00:00,2016-07-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOgJAAU,NordicOrderID:15165,Xaxis TV,2016-05-01 12:00:00,2016-06-30 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Dynamic Allocation, HTML5 Display Ads - Retargeting/Beh. Targeting",Video
0063100000fkOKaAAM,NordicOrderID:17805,Xaxis TV,2016-05-09 12:00:00,2016-07-17 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Global STG3,Video
0063100000fkOY3AAM,NordicOrderID:17216,Xaxis TV,2016-05-13 12:00:00,2016-05-17 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOYjAAM,NordicOrderID:17479,Xaxis TV,2016-05-23 12:00:00,2016-06-19 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Vestsv/ Crister - Geo HT/ NJ,Video
0063100000fkOYjAAM,NordicOrderID:17481,Xaxis TV,2016-05-23 12:00:00,2016-06-19 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Vestsv/ Crister - Geo HT/ NJ,Video
0063100000fkOYjAAM,NordicOrderID:17482,Xaxis TV,2016-05-23 12:00:00,2016-06-19 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Vestsv/ Crister - Geo HT/ NJ,Video
0063100000fkOYzAAM,NordicOrderID:17757,Xaxis TV,2016-05-27 12:00:00,2016-08-14 12:00:00,0,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Video - Par & singler,Video
0063100000fkOlnAAE,NordicOrderID:19455,Xaxis TV,2016-06-01 12:00:00,2016-06-30 12:00:00,0,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOlDAAU,NordicOrderID:19506,Xaxis TV,2016-06-01 12:00:00,2016-06-30 12:00:00,0,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOadAAE,NordicOrderID:18606,Xaxis TV,2016-07-01 12:00:00,2016-07-31 12:00:00,0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Kokken Retargeting,Video
